,name_image,score_Sharp,score_Blur,score_GAN_sharp
0,GOPRO_Large/test/GOPR0384_11_05/blur/004081.png,3121.01326032635,698.82800759282,1449.99329423322
1,GOPRO_Large/test/GOPR0384_11_05/blur/004079.png,3487.73957776651,1461.60351079702,1949.29820271931
2,GOPRO_Large/test/GOPR0384_11_05/blur/004003.png,2773.54637061059,1055.62070191442,1404.55741777644
3,GOPRO_Large/test/GOPR0384_11_05/blur/004049.png,3111.03515706188,1952.36630008277,2136.69831289514
4,GOPRO_Large/test/GOPR0384_11_05/blur/004030.png,2967.87937159999,1507.55161881051,1743.18652915559
5,GOPRO_Large/test/GOPR0384_11_05/blur/004009.png,2874.51783746108,1463.39916513022,1688.05321620568
6,GOPRO_Large/test/GOPR0384_11_05/blur/004091.png,3697.95654594526,1435.52327357233,2057.16235077288
7,GOPRO_Large/test/GOPR0384_11_05/blur/004060.png,3005.67770656571,1907.34909870452,2026.88070949516
8,GOPRO_Large/test/GOPR0384_11_05/blur/004067.png,3186.26723268232,2065.44402694702,2205.3184541089
9,GOPRO_Large/test/GOPR0384_11_05/blur/004069.png,3129.92093772348,2211.51240199804,2270.3605072638
10,GOPRO_Large/test/GOPR0384_11_05/blur/004094.png,4076.26427709963,2032.63906143396,2381.59278907604
11,GOPRO_Large/test/GOPR0384_11_05/blur/004074.png,3287.97029512352,1169.94480589684,1704.87986062467
12,GOPRO_Large/test/GOPR0384_11_05/blur/004073.png,3136.88343095384,895.099223661935,1605.41192609235
13,GOPRO_Large/test/GOPR0384_11_05/blur/004013.png,2788.48287018551,1716.17642583605,1784.47346185148
14,GOPRO_Large/test/GOPR0384_11_05/blur/004057.png,3045.5540051721,1969.54817329347,2097.45039582043
15,GOPRO_Large/test/GOPR0384_11_05/blur/004050.png,3117.98032275937,1614.28158220998,1912.00893702894
16,GOPRO_Large/test/GOPR0384_11_05/blur/004034.png,2950.45745181665,1125.85971950646,1508.62323660939
17,GOPRO_Large/test/GOPR0384_11_05/blur/004040.png,3028.14249312109,1134.44926400273,1536.83981982525
18,GOPRO_Large/test/GOPR0384_11_05/blur/004027.png,2996.43047893769,1262.43172581471,1574.44868765771
19,GOPRO_Large/test/GOPR0384_11_05/blur/004029.png,3046.09624613612,1588.8921784272,1772.21728596813
20,GOPRO_Large/test/GOPR0384_11_05/blur/004092.png,3846.38542865217,2113.80538545456,2352.79206214263
21,GOPRO_Large/test/GOPR0384_11_05/blur/004080.png,3508.74541817582,1905.84188207146,2175.44922113325
22,GOPRO_Large/test/GOPR0384_11_05/blur/004054.png,3055.81767466268,1658.40526173171,1934.72252076864
23,GOPRO_Large/test/GOPR0384_11_05/blur/004077.png,3386.44841170311,1714.68665844179,2048.14976226701
24,GOPRO_Large/test/GOPR0384_11_05/blur/004065.png,3119.9268870966,1082.85324953846,1658.56159552559
25,GOPRO_Large/test/GOPR0384_11_05/blur/004046.png,3042.76257284638,1491.38686677441,1857.17574335239
26,GOPRO_Large/test/GOPR0384_11_05/blur/004042.png,3053.99750585016,1362.44679259113,1719.2827610427
27,GOPRO_Large/test/GOPR0384_11_05/blur/004055.png,3394.73067522701,1753.45520907547,1988.22047024942
28,GOPRO_Large/test/GOPR0384_11_05/blur/004020.png,2886.20629716571,1652.5683324337,1795.08719686326
29,GOPRO_Large/test/GOPR0384_11_05/blur/004028.png,3030.8290053457,1848.43484102911,1910.44097204413
30,GOPRO_Large/test/GOPR0384_11_05/blur/004071.png,3404.07039164007,1388.50772060617,1801.57858290873
31,GOPRO_Large/test/GOPR0384_11_05/blur/004014.png,2760.44481248385,1800.17354280408,1834.71947359201
32,GOPRO_Large/test/GOPR0384_11_05/blur/004082.png,3220.34002118721,599.689382442972,1394.35487146839
33,GOPRO_Large/test/GOPR0384_11_05/blur/004083.png,3514.9883548615,1379.80909946188,1917.7319423249
34,GOPRO_Large/test/GOPR0384_11_05/blur/004086.png,2734.78734478331,416.187551385723,1472.06258518901
35,GOPRO_Large/test/GOPR0384_11_05/blur/004043.png,3057.16619148455,1602.58881833195,1871.45515799522
36,GOPRO_Large/test/GOPR0384_11_05/blur/004099.png,4108.79554648115,1487.46754334029,2036.44492972433
37,GOPRO_Large/test/GOPR0384_11_05/blur/004064.png,2952.92708423641,452.980013591936,1229.99766366091
38,GOPRO_Large/test/GOPR0384_11_05/blur/004061.png,2927.83513110876,1743.07440677192,1944.61550662643
39,GOPRO_Large/test/GOPR0384_11_05/blur/004031.png,2964.81677970081,1602.53609382734,1777.20578695065
40,GOPRO_Large/test/GOPR0384_11_05/blur/004025.png,2899.43133865087,1161.5478592962,1522.40238335356
41,GOPRO_Large/test/GOPR0384_11_05/blur/004076.png,3315.04061593465,1683.04210366844,1989.91681908723
42,GOPRO_Large/test/GOPR0384_11_05/blur/004006.png,2735.90167066082,1433.87884968123,1633.08089986071
43,GOPRO_Large/test/GOPR0384_11_05/blur/004075.png,3317.20274347067,1277.54454803816,1798.96023726463
44,GOPRO_Large/test/GOPR0384_11_05/blur/004011.png,2851.33640533662,1746.67006428144,1863.91094071581
45,GOPRO_Large/test/GOPR0384_11_05/blur/004023.png,2917.84740679129,1166.63390463218,1527.94666225626
46,GOPRO_Large/test/GOPR0384_11_05/blur/004052.png,2930.54668899416,1316.6597518546,1748.38226006716
47,GOPRO_Large/test/GOPR0384_11_05/blur/004088.png,3594.6621303698,931.141315056942,1620.18011937197
48,GOPRO_Large/test/GOPR0384_11_05/blur/004012.png,2832.89783564745,1430.49880690477,1668.38608711562
49,GOPRO_Large/test/GOPR0384_11_05/blur/004015.png,2792.47187399864,1712.38763293787,1816.98132880684
50,GOPRO_Large/test/GOPR0384_11_05/blur/004097.png,4287.24127547792,1858.1660177072,2376.928331553
51,GOPRO_Large/test/GOPR0384_11_05/blur/004021.png,2976.34129084554,1689.50238979515,1828.1233215332
52,GOPRO_Large/test/GOPR0384_11_05/blur/004038.png,3411.0412465015,2009.57712721825,2063.22331868112
