,name_image,score_Sharp,score_Blur,score_GAN_sharp
0,GOPRO_Large/test/GOPR0384_11_05/blur/004081.png,3121.0132603263482,698.8280075928196,1286.9975089465734
1,GOPRO_Large/test/GOPR0384_11_05/blur/004079.png,3487.739577766508,1461.6035107970238,1794.7015959953424
2,GOPRO_Large/test/GOPR0384_11_05/blur/004003.png,2773.5463706105947,1055.6207019144204,1335.003448335221
3,GOPRO_Large/test/GOPR0384_11_05/blur/004049.png,3111.0351570618805,1952.3663000827655,2136.348762718728
4,GOPRO_Large/test/GOPR0384_11_05/blur/004030.png,2967.8793715999927,1507.5516188105103,1694.940933227539
5,GOPRO_Large/test/GOPR0384_11_05/blur/004009.png,2874.517837461084,1463.3991651302204,1654.3653831481934
6,GOPRO_Large/test/GOPR0384_11_05/blur/004091.png,3697.956545945257,1435.5232735723257,1876.1304168177303
7,GOPRO_Large/test/GOPR0384_11_05/blur/004060.png,3005.677706565708,1907.3490987045225,2009.26476835832
8,GOPRO_Large/test/GOPR0384_11_05/blur/004067.png,3186.267232682323,2065.4440269470215,2150.1474612986203
9,GOPRO_Large/test/GOPR0384_11_05/blur/004069.png,3129.92093772348,2211.512401998043,2225.293821701547
10,GOPRO_Large/test/GOPR0384_11_05/blur/004094.png,4076.2642770996317,2032.6390614339616,2271.2562321478035
11,GOPRO_Large/test/GOPR0384_11_05/blur/004074.png,3287.970295123523,1169.944805896841,1526.2946899661329
12,GOPRO_Large/test/GOPR0384_11_05/blur/004073.png,3136.883430953836,895.099223661935,1368.3319414174184
13,GOPRO_Large/test/GOPR0384_11_05/blur/004013.png,2788.482870185515,1716.176425836049,1765.28681736812
14,GOPRO_Large/test/GOPR0384_11_05/blur/004057.png,3045.5540051721036,1969.5481732934713,2063.657484746538
15,GOPRO_Large/test/GOPR0384_11_05/blur/004050.png,3117.9803227593657,1614.2815822099801,1873.8557091129478
16,GOPRO_Large/test/GOPR0384_11_05/blur/004034.png,2950.4574518166482,1125.859719506465,1475.7383561430033
17,GOPRO_Large/test/GOPR0384_11_05/blur/004040.png,3028.142493121093,1134.449264002731,1474.2074662146624
18,GOPRO_Large/test/GOPR0384_11_05/blur/004027.png,2996.430478937691,1262.4317258147057,1500.5070783039555
19,GOPRO_Large/test/GOPR0384_11_05/blur/004029.png,3046.0962461361196,1588.8921784271952,1766.1689664339647
20,GOPRO_Large/test/GOPR0384_11_05/blur/004092.png,3846.3854286521673,2113.805385454558,2308.97744249925
21,GOPRO_Large/test/GOPR0384_11_05/blur/004080.png,3508.745418175822,1905.8418820714578,2178.733438325813
22,GOPRO_Large/test/GOPR0384_11_05/blur/004054.png,3055.817674662685,1658.4052617317066,1920.7937004861888
23,GOPRO_Large/test/GOPR0384_11_05/blur/004077.png,3386.4484117031097,1714.6866584417876,1960.256866558455
24,GOPRO_Large/test/GOPR0384_11_05/blur/004065.png,3119.9268870966043,1082.853249538457,1508.426864621928
25,GOPRO_Large/test/GOPR0384_11_05/blur/004046.png,3042.7625728463754,1491.38686677441,1786.0172309332993
26,GOPRO_Large/test/GOPR0384_11_05/blur/004042.png,3053.9975058501586,1362.4467925911304,1699.5879592073616
27,GOPRO_Large/test/GOPR0384_11_05/blur/004055.png,3394.7306752270088,1753.4552090754732,1933.5329497819766
28,GOPRO_Large/test/GOPR0384_11_05/blur/004020.png,2886.206297165714,1652.5683324337006,1788.5771539525595
29,GOPRO_Large/test/GOPR0384_11_05/blur/004028.png,3030.829005345702,1848.4348410291132,1921.4896736496594
30,GOPRO_Large/test/GOPR0384_11_05/blur/004071.png,3404.070391640067,1388.5077206061687,1655.4084228537977
31,GOPRO_Large/test/GOPR0384_11_05/blur/004014.png,2760.4448124838527,1800.1735428040847,1849.0243424773216
32,GOPRO_Large/test/GOPR0384_11_05/blur/004082.png,3220.3400211872067,599.6893824429717,1079.8453856399283
33,GOPRO_Large/test/GOPR0384_11_05/blur/004083.png,3514.9883548615035,1379.8090994618833,1796.8525688908994
34,GOPRO_Large/test/GOPR0384_11_05/blur/004086.png,2734.7873447833117,416.18755138572305,952.9059596126899
