,score_paper,score_me
152,1519.787551900139,1743.9734774744138
153,1015.7286289127078,1265.1976301816758
154,1957.3829116409179,2004.255459651351
155,2967.521310521057,2752.802022448741
156,3020.683618988609,2512.282207264565
157,3326.0355610696133,2545.2043480724096
158,7691.244901507162,6036.798087120056
159,1281.7718229608145,1487.6454751631245
160,1657.3160983286798,2582.181177317165
161,916.544354112586,808.023116361117
162,4867.9642636606,4064.2600198229775
163,6162.15056383214,5163.387977532111
164,1547.1508597729262,2083.1153226511087
165,3175.3134407401085,2462.50887966156
166,1232.5023425957188,1428.6067296860274
167,1422.586830704473,2236.478495351039
168,1963.584188429406,2321.9162394383457
169,1560.9926123023033,1973.5943908458576
170,3452.3653640893754,3653.6348339018878
171,1785.6389455758035,1446.3840789122041
172,958.0686247786507,1449.3806504271924
173,7909.097785534104,6059.752575456863
174,1629.9538964321837,1371.0405604690313
175,1454.894205596298,1229.900788512081
176,2426.6599599530455,3319.457395847887
177,1982.2459076633677,1748.5190403012093
178,909.6506429610308,922.9282223945484
179,2173.604347061133,1602.6650647185743
180,1551.417661772808,2235.6638030817267
181,1017.6494600435253,1587.9468965670094
182,7222.815387401497,5570.124031401938
183,1674.8957804134116,2046.8116874061525
184,1151.9070233395323,1241.732540961355
185,1383.8892075382173,1488.8162852337118
186,2011.7378893883433,1784.522464766167
187,6096.3997004868,4947.216568793869
188,8402.331541893771,6328.269072558731
189,1705.8695065639913,1404.5722168302163
190,1321.196796759963,1628.8511957058217
191,1089.162290867418,1232.1331987825688
192,1462.0401317605283,1752.0701511269435
193,3002.7576713615563,2368.1012716402765
194,2776.328514522873,2211.3783644733485
195,2211.352086312836,2124.3209221379366
196,2922.4024127088487,2279.8090569637716
197,732.0440340479836,733.9856661399826
198,6463.131659658393,5706.676568021765
199,3022.67851807829,4178.633482724195
200,2719.1525908650365,3233.9838995074388
201,1871.8425987826195,1819.2009122371674
202,1363.287662015995,2047.0453190987464
203,4015.474434559932,4034.1673029882368
204,7928.153755020117,6058.274203147739
205,6707.494522697991,5502.20119050052
206,3269.8172896942124,3101.757782066008
207,1415.6865913718939,1632.722421942046
208,4409.546395484125,3905.2839733324945
209,1008.9789319837,789.7092622807249
210,7962.2350140751805,6129.720579779707
211,2174.4056854248047,1992.9128250775393
212,7776.45841706451,5949.689539577812
213,2307.72778174188,2307.8797889610287
214,2505.817372739315,2744.86464167363
215,870.6695678958204,894.5592557555065
216,3387.459074041806,2970.4853988550603
217,1589.2730303087737,1871.168469624361
218,2567.83088793396,2360.5502506159246
219,1413.0276240722742,1645.353847488761
220,1108.9576839050278,1338.3127025698777
221,2893.636801805347,2435.853797674179
222,1809.807585924631,1513.9211776049342
223,3244.1698584330734,2593.11504420056
224,2051.634777856758,2360.196518330835
225,3295.359717583051,2506.8517776690423
226,2960.7309797918424,2533.2211965487804
227,855.2738916387316,751.7272289821412
228,6568.99657882168,5143.998964753002
229,7535.018293907633,5826.13850380457
230,1029.475416420959,991.6566955817398
231,3129.1600668393075,2574.8399235119577
232,8821.075858323835,6607.033766536973
233,850.973625308834,1124.7373950332403
234,8641.692400652682,6420.717893539928
235,1801.693825894734,2389.5540877932217
236,3024.6554897045717,2414.3239302299917
237,2977.395813181065,2319.143763823202
238,1335.2443537616637,1052.3650672414806
239,1780.6014899665024,1915.9539894461632
240,2716.8407991712447,2842.0945829749107
241,1880.691813522717,2394.6810843811836
242,1640.430875591701,2245.562027487671
243,1239.7086354640778,1920.6120137663092
244,1184.1040865173563,1854.502329438692
245,1314.442593566142,1129.1435182949062
246,1670.1819661818445,1675.8202278232202
247,2387.4040670690592,1818.2890428879764
248,3887.038765160134,3643.15155756101
249,1161.2386828511953,1386.329962583026
250,1343.4219576416072,1616.931322976714
251,2821.707701615058,3548.4753828011453
252,1158.367782307556,1148.9242477265652
253,2677.4993612205144,2672.8327953778207
254,2147.022554903291,2445.8769110308494
255,7414.113670376828,5798.335097752279
256,2577.30995073542,2302.427455151221
257,1267.2933828642126,1627.3353733420372
258,2492.796572841471,3238.6367310823407
259,1295.161330013536,1442.3760149544105
260,7490.67154745548,6294.332884176634
261,1445.6718825863209,2253.6767836948857
262,1680.7877503202762,2095.224124438828
263,2760.7905112744775,2379.0373365913983
264,2190.2280663540587,2372.8272048076615
265,1711.5750989317894,1794.8633487967309
266,6245.298314355081,5121.617766316747
267,7339.982544776052,5686.750566145172
268,5614.865903428756,4641.844850476831
269,1761.8876611730084,2163.803602456115
270,3566.198062837124,2631.375965646468
271,3084.726813613437,4182.404905732721
272,1249.1969300077762,971.3431304460391
273,2980.492143152049,2352.1271802447736
274,1548.8176511710044,2077.098368651932
275,1175.896180033451,1478.0310210788157
276,3003.9521363039967,2325.428383386694
277,1723.9409273506608,1438.4409069230314
278,2020.7962299173232,2327.7242206090596
279,815.3751806979999,843.826845790958
280,4123.826972231269,3481.0774907916784
281,933.5709917237982,922.9165224432945
282,958.9632656043395,892.9581487029791
283,2824.5091908739414,2265.9640196999535
284,2726.0137194672134,2570.8986160522327
285,8360.16209968552,6366.941305059707
286,3617.058440684341,4519.520504980348
287,1971.9965438013896,1835.9008573086467
288,996.6483900432941,937.0637046878692
289,1051.5336455905344,1538.6307625621557
290,5927.751710152021,5552.675197347999
291,1334.0069104691502,1237.6421351896133
292,2314.3625822269823,2310.321068718098
293,2163.6023864150047,2300.6956899387296
294,1740.4918455444276,1409.1598471067846
295,6892.400038363179,5641.815450761234
296,3708.149928911589,3478.199337107828
297,870.8925166791305,1126.2376473238692
298,1023.0323351228144,1287.0508373044431
299,952.9324798583984,974.6359550633933
300,2868.6819276213646,2397.069796553813
301,1715.3625151775777,1316.3376811628696
302,3067.978971875971,3278.812030406436
303,1282.3326639793813,937.348903083941
304,1059.5933600997087,1175.2738093750086
305,1852.8519649421796,2321.5968953871634
306,1880.8754577701911,1779.3140693099704
307,1122.5432005813345,1916.7575160802808
308,2262.7313573798165,2025.5782005777583
309,7912.491179492325,6162.447374357842
310,7544.584130003117,5791.003697759472
311,1331.3584869129118,1961.0997782160994
312,930.8701049701776,887.0033156722784
313,2306.2358970046043,2838.822589843534
314,3034.3686914509162,2483.762706603622
315,919.9437322616577,892.3560037016869
316,2398.0794571489096,2805.988728122553
317,2162.5316751962528,2717.6156674509402
318,1095.7243955573067,1427.1961921767797
319,3280.1543229126837,2461.757453579223
320,2079.220307870768,1954.2864626308437
321,1857.590786214918,2299.12247415795
322,4367.593944965862,3983.7839774154127
323,1352.3587979814038,1493.8469050617423
324,2867.200131878257,3036.322879552841
325,907.7118413557764,1114.7337368391454
326,2429.02018713858,2794.7332067489624
327,2092.5434206386562,2031.375745456433
328,3128.1761072538793,2633.355645045638
329,938.3349269104656,1265.6277942573652
330,6779.21513687796,5465.496912822127
331,8216.720118924044,6188.4378142559435
332,6372.470254381886,5289.554692845559
333,1434.7138568328228,1297.9295179387555
334,7691.049870623043,5935.979563982924
335,3156.198886094382,3190.910696147941
336,1755.6805876453873,1680.92246501497
337,1644.391861345619,1456.6322606855538
338,788.2248678503092,1033.7654479593039
339,1623.5333268493414,1353.367775251856
340,1579.448245964013,1191.2703286251053
341,5846.158302778145,4640.1202230118215
342,3089.2115620558616,2361.1116593831684
343,1100.4654329360928,1214.5809153281152
344,2329.505492954515,2118.3350452294108
345,1132.7357692979276,1336.2026582432445
346,1232.5051554357633,1829.9655036123004
347,3753.2611923383083,3093.596005694708
348,2401.9495973659214,2255.6706336510833
349,2916.775167969754,2228.7105574570596
350,3006.7131078243256,2275.923627730459
351,815.3566058629658,1371.1350984489545
352,1324.225484635681,1264.670845954679
353,2668.528734639054,2335.371921553975
354,859.000092835864,1064.5630031665787
355,1962.3834034798201,2469.025791373104
356,2251.4599221663084,2346.6886932393536
357,1482.5123847888317,2447.642770033097
358,2999.8292043784168,4014.9030352681875
359,1865.5537399314344,1896.6070973218884
360,1662.602549010655,1317.2222914767917
361,7917.759620367549,6132.7526418620255
362,1354.9108825249132,1557.0836432538927
363,3281.4117008314934,2429.156365953153
364,2956.801072560018,2247.929799899459
365,946.7909387813415,1254.0308215913828
366,7500.176478395006,5788.431985601783
367,3078.6010523492005,2445.2035608254373
368,6566.7909425345715,5475.182088829344
369,3157.370742074214,2438.7311385551
370,1289.7105100450572,1654.987339321291
371,1846.859947975492,1859.4561425277498
372,3383.5269424559083,2549.1885785153136
373,1056.1498804604635,901.5224974357989
374,1977.7045846050605,1526.857935845852
375,2760.8957387858536,3012.221690332284
376,2004.306865658611,2656.470514743589
377,1679.8061652274337,1978.0907836845145
378,2573.1603884659708,2357.1322774884757
379,2872.5100931972265,3640.431195362471
380,2629.7785200737417,2269.313917352818
381,3999.8102975038346,3873.164618190378
382,833.0418879704084,699.7822061942425
383,1690.578496353468,2308.841527379118
384,1868.7320872524288,2714.1780346892774
385,1518.9348969736602,1734.874939877307
386,3028.0842656304594,2374.702375165187
387,7629.84441421926,5894.293300076388
388,3144.2957510834094,2494.183107774472
389,1635.1621204279363,1688.582355759805
390,2220.994671589695,1941.6542791724205
391,2811.4692123269197,2367.005378065398
392,4887.0810884526,4230.813184965169
393,1392.5733421945479,1791.9212489714846
394,2831.8618761019316,3615.4835334846284
395,992.5405791765079,873.8292672634125
396,4007.633585529169,3595.226145062363
397,1415.9835032352712,1100.5804989708122
398,1525.6106693462934,1586.8010716435965
399,987.8120262210723,1391.2554189951625
400,1676.2158229311462,1339.268264764687
401,3203.699709739303,2595.004275663756
402,1051.9612711360678,907.5716234163847
403,1181.5123150488362,1802.6439080180135
404,1032.0322901231702,1280.778951860033
405,4512.417617367348,4240.362109478563
406,1872.4266858361661,1726.0155170036014
407,7171.176743722521,5547.029904540628
408,1633.4533653259277,1432.995467534056
409,1086.1804813125636,1649.9675543548074
410,1451.1372273208108,2025.920039828634
411,2090.015731205931,2317.4159463495016
412,7203.622560589574,5616.738778140163
413,2052.479112252593,1963.868831500411
414,3918.976197711192,3447.1959989757743
415,2249.4604771099985,1978.5292862122878
416,5475.927902731812,4846.2024198190775
417,1060.641297708964,1335.608528909972
418,1262.3111168832984,1937.4462653731462
419,1989.8675530252513,1853.754408027744
420,1555.71974035725,1290.3309617899358
421,2897.8039346002042,2360.2974359372165
422,2703.417038921034,2117.5501353514846
423,2804.3295171260834,3387.5170581636485
424,1318.2417075000703,1457.2030026605353
425,2142.1038684248924,2414.8427297526505
426,3900.1974215579685,4013.8409823754337
427,1020.0658416037913,924.3264168351889
428,5600.657216122141,4509.918106060242
429,878.2586984038353,713.283999161562
430,3164.545026406646,2523.8319933973253
431,1036.0959655845072,1189.3200459906366
432,6544.701666708803,5133.744063554099
433,7067.659391470021,5620.623883470893
434,2715.0687586718705,2360.198367080651
435,7203.5613165793475,5687.676155091962
436,1573.1699733138084,1276.7428165525198
437,2544.285602912074,2832.7033081715927
438,1038.1918414523825,1195.4573159811553
439,1463.0195134261157,1943.2987941408064
440,5576.751334544271,4631.173267304897
441,1009.4946121943649,1508.4512116909027
442,1721.380277856253,2520.4890259576496
443,1151.8979377588257,1122.4274726936128
444,1266.2415706363972,2061.928976706229
445,6303.634423426352,5079.704468753189
446,1273.9721111655235,1341.906620943686
447,6491.62820432242,5368.353816833347
448,3005.149408729514,2379.753024294041
449,1655.508286564611,1984.3615113189444
450,2799.787384863943,2084.1162721961737
451,1110.8408724197652,983.3594945555087
452,2316.724726756802,2978.861673483392
453,2692.768263662001,2350.1495932033285
454,6696.5101890563965,5230.1521446814295
455,1698.2424425929785,1939.2321143588051
456,1232.1250645739492,1580.6479154636618
457,1088.9518093913794,968.2082175163087
458,1465.4197998046875,1661.1728214637842
459,8293.088683214039,6224.029726973735
460,2768.6887969297823,3291.1541375310626
461,1503.2305962943938,1150.836272857152
462,3404.1186943612993,2600.9661087458953
463,1386.4360037872102,2089.431096283486
464,924.8607397079468,842.1130379289389
465,7370.146053909324,5630.619953598827
466,1570.3471981547773,2017.4884546899702
467,2710.808273255825,2544.465068336576
468,1861.7046086264309,2832.843312844634
469,1297.7101882898714,1038.5086924992502
470,1200.9220422876533,1974.0343913426623
471,846.9070557048544,1066.791322812438
472,2891.3369046968874,2302.198586208513
473,1330.180381028913,1599.9866353534162
474,711.865827785572,588.0232120619621
475,1238.4242774313316,1082.9226217938121
476,748.2705027831253,1254.0813656663522
477,1308.1765845154878,1216.8042891898658
478,1565.3598764759954,1260.902213835856
479,990.9160926321056,1075.5618253713474
480,1088.9902564138174,1373.9030245803297
481,899.3462399085984,972.9624124616385
482,2359.7362475059927,2206.5026968994644
483,1086.545210618293,1005.5647875962313
484,1822.2562436440494,1328.678819158813
485,2881.9800097113475,2435.913478030823
486,2118.043192321202,2465.7671746404376
487,3292.2829949250445,4558.9719401448965
488,1884.0671083142515,2078.589300658321
489,873.5398935638368,797.9634029117879
490,1002.9723582183942,1493.5242617332842
491,1586.1143091581762,1167.001338600181
492,8086.385375943035,6069.097339734435
493,1425.6928350888193,1341.4413055980112
494,792.7361864445265,785.322642016923
495,1126.4647366851568,1452.8162553375587
496,3712.735511213308,3033.736718601547
497,1173.9343852919992,1236.1913553141057
498,1540.8411375135183,2115.1244796195533
499,1589.3299776278436,1814.212682336336
500,4934.65989758051,4809.746837079525
501,921.0952426157892,1123.4335017108824
502,3220.6989726414904,2549.7937626242638
503,6204.491574594518,5117.398937549442
504,1384.5316134800669,1942.6793197058141
505,1648.9823928677943,1366.0393648585305
506,1289.1364148089197,2095.8868754541036
507,1008.6948363846168,1416.8877807871904
508,864.3302417658269,1199.9561335758772
509,2430.2033140873536,2650.6463943487033
510,2175.9228859634604,2347.54072673223
511,3342.4295870624483,2435.306570230983
512,1730.5749288143124,1539.3693582862616
513,1336.4386609026697,1211.1608690430876
514,1856.4170057808515,1296.8172288676724
515,2689.3196949362755,3354.028096780181
516,4369.401460459223,4189.594128172612
517,1229.4497296661139,1927.9678620283958
518,2825.7093983739614,2522.6496001444757
519,2305.084447622299,2654.3566591506824
520,3302.5162555144634,3552.32335701189
521,3315.1852513642516,3461.621915578842
522,1215.325988765806,957.1761759733781
523,3074.357995953411,2417.8978192657232
524,1618.863888851367,2451.830999258673
525,1389.527357823914,1984.7871157804038
526,3067.561861774884,2545.5857530497015
527,1160.0435531788971,1698.0082616657019
528,2606.9150156378746,2457.4134049115237
529,1389.5092673019972,2224.9521325677633
530,806.386319178855,1070.8996036611497
531,2333.312996990746,2388.1014351507183
532,2133.389139318606,1733.6130742877722
533,3401.1683937376365,2440.348250236362
534,3859.7643281777855,3146.5740461191162
535,3183.9828770325985,3356.0202942730393
536,1488.1224707623478,1417.8133898244705
537,2177.8434977212455,2820.605883650249
538,908.4841350913048,1111.0913705816492
539,1319.8637399261352,1067.739436483942
540,2701.7333971112967,2718.448126882082
541,1628.695342762163,1625.1103844633326
542,2748.5912450542673,2408.067652276717
543,7356.149430567166,5622.5419509036
544,1636.326202273136,1769.872979104519
545,1742.968851696467,1574.7003622055054
546,1253.3026672219858,1117.335184640251
547,3365.1027716433164,2658.7870891687926
548,2856.9167981946375,2335.44637844502
549,2357.95303450129,3100.5402358972933
550,1729.7422569654882,1837.5194545255508
551,7557.439801751636,6037.7882556458935
552,621.8511762833223,359.84818381420337
553,1872.5007347704377,2078.7832843624055
554,1848.722436263226,1918.7449069386348
555,2819.322259153938,2313.9786825180054
556,953.3107201547828,1026.1629248110112
557,3324.409244781127,2531.1830353287514
558,3272.3359072224703,3401.733982142061
559,946.6477294852957,1478.092963307863
560,2504.9021533259656,2240.13676828146
561,1171.0623295158148,1521.4491210633423
562,2712.435568660265,2193.255471154116
563,3094.7361078402027,2541.5917875533924
564,1428.7035069165286,1679.717269010609
565,933.1802547788247,554.9172156432178
566,2037.4553510562982,2318.696702774614
567,2839.2369485662784,2325.159791549435
568,1167.535054947948,1531.1700584997889
569,1293.4125359915197,1488.3704813958611
570,2639.152497481322,2765.146476875758
571,983.4406954178121,782.9862092824187
572,4308.914610368898,4306.078096499434
573,8311.834171946859,6332.50356954243
574,3133.0503687483724,2487.531276336871
575,2261.535793406656,2404.933867624961
576,1067.986292711459,1506.607629183447
577,908.7019380142447,847.6158301495016
578,1693.3776334354188,1215.281095005339
579,874.5765996163245,891.9103981917724
580,1130.0899877548218,1303.8412823711988
581,1054.5055273955222,1136.7633331229445
582,1576.2064737342298,1971.8633080495056
583,1089.5360477061477,1237.0773040018976
584,4064.737578138709,3480.779993917793
585,999.5855609914288,1006.6432468853891
586,1027.7020547389984,1626.5474225149956
587,2746.3232439064886,3307.662019558018
588,2651.0396026091184,3204.203186929226
589,1298.2766174373683,2042.039986117743
590,2775.91915486753,2126.1184466471896
591,3561.308822994819,3452.3218056624755
592,1311.4732278278098,1301.3101779185236
593,1811.416730310768,2227.6614328613505
594,4477.243047844386,4109.571834243601
595,2468.1435641755816,2720.808093780419
596,2923.771795257926,3572.6679813480005
597,4706.280132479733,4848.884516521357
598,1414.769309261581,1352.3871076693758
599,1780.7397749265656,2534.7969397564884
600,1601.559681049548,1697.8440209103283
601,1133.0743175595999,1689.9537808091845
602,1151.459281321615,1624.8487668631133
603,1297.3373183608055,1721.6191472411156
604,1364.0950774361845,1511.852055490017
605,1169.550817500567,1688.1922295538243
606,6396.626271795249,5216.445967923617
607,2461.030101220822,2497.6534417336807
608,1834.2434745691717,2125.440747899702
609,1950.8925997426268,1495.6557459682226
610,1090.2240321596619,881.4047237485647
611,7163.893494380405,5681.276854515076
612,1214.8379086097702,1295.9108999350574
613,1786.4477618706878,2242.346307176864
614,1439.2450982925948,1193.5393211429473
615,1347.7930652161594,1960.551898947917
616,1599.4679872756824,2133.0408462574705
617,8180.072169332765,6106.295498322463
618,1529.797808743082,1986.6061181873083
619,1352.4656792543828,2155.4341108349618
620,7349.759899437195,5631.604015290504
621,967.2071884328034,1100.8750574381556
622,2960.7863126804586,2218.7079535983503
623,5456.061753258109,4852.64857372269
624,2356.1690884679556,2255.6632346510887
625,2522.0136861500796,3089.9029729366302
626,1477.2118467651308,1304.0655940116849
627,1338.314595654374,1782.0143006888684
628,958.2336197306868,904.2323694115039
629,1871.8821898316965,1625.3787061457988
630,1459.548214055365,1820.3551525091752
631,2544.6730156233534,2789.635230064392
632,1032.0889989843126,1068.3631124494132
633,1642.5459713821765,2357.3657893976197
634,1541.7870518786367,1948.0728269030806
635,1877.4076366738882,1685.378789080074
636,2923.173518297961,2570.135473366827
637,7084.654198630713,5449.962419871008
638,1913.4006555080414,2182.501150279306
639,1890.151524182409,1908.668349683052
640,2558.525811470812,2991.744753804058
641,1186.523477976909,1540.0371371423826
642,1511.3450308805332,2349.218732410809
643,2944.7375394469127,2288.3706895315554
644,1705.3880032540765,1734.8237051814795
645,3904.339187834179,3760.102731894469
646,2415.4886489128694,2340.0919690390583
647,2443.717239368474,2835.3012509308755
648,2859.8381944959983,2404.030259255087
649,2969.85394600383,2359.388048275374
650,2074.503537680721,1711.5533084457275
651,909.72116023954,1122.610535086831
652,2644.8407043432817,2540.3092184066772
653,1049.5696702143177,1139.023990436457
654,1413.0309834701475,1279.3411538600922
655,1482.8214190953877,1156.462597185513
656,1576.003204163164,1571.9221895223018
657,1474.880019903183,1837.0169403403997
658,1871.7986306166276,2267.807075166842
659,1403.2971656015143,2064.173520099139
660,1532.7772625898942,1411.3154880069196
661,960.8550007583108,939.062665968202
662,8073.696722984314,6074.912039974472
663,2235.2684276157524,2196.8022091758903
664,1327.6380193820223,1223.9754574811086
665,1329.1864083090331,1103.657630838221
666,1327.8866696932819,1871.362847491866
667,1240.5516950553283,1620.6761352622416
668,1060.0767419338226,1287.3184982202947
669,2953.847898273729,2855.3991890214384
670,870.2192697515711,1241.978638424538
671,2478.6441633754876,2648.235200610012
672,1267.6386890551075,1916.953453494003
673,1941.809416051954,2426.579643374076
674,1476.7576747795101,1954.5081619620323
675,1211.169740140438,1694.2697464299854
676,1402.0051729341503,1458.7823997267988
677,861.346242561005,1040.1837127171457
678,3351.2942574610934,2601.6223594730254
679,1216.0678767187055,1247.3006869545206
680,1404.8454573450144,1680.2555489204824
681,3221.7320615851786,2485.045144615462
682,1645.6689661925193,2825.7847738561686
683,8144.869440939277,6224.547914489172
684,3102.4694235099014,2339.1402277350426
685,942.0877396368887,1140.6326414661016
686,2489.3463259709533,2399.9348796547856
687,1744.0409886126872,1456.676501473179
688,1232.21229153662,1668.9716031083371
689,1478.6693682521582,2009.2797084441409
690,1265.6912145018578,1105.712419030955
691,1532.5918947157916,1479.2154202004895
692,2709.913409366971,2886.3601506268606
693,2603.277350311866,2493.742508891737
694,1375.5521948707756,2317.643429990858
695,3386.6069063544273,2600.5428044775035
696,6249.068451829022,5044.756422264269
697,3673.9435402443632,3358.02156971395
698,3596.122586514801,3722.355198375648
699,693.9509253276046,693.9622886755969
700,7284.710187537363,5715.760811513057
701,1936.0875696835574,2686.692400529748
702,3054.1905843650457,2504.4983257518616
703,1073.877953514224,1251.4936889742967
704,1687.892687230371,2267.184719823068
705,903.7429031990469,1164.1453399658203
706,920.7581960966345,1583.622737100115
707,1777.8980027502403,2046.649182226276
708,1452.9287899350747,1778.76249769493
709,1376.0171272826847,1537.403650045395
710,1670.6677951642778,1232.9684830193873
711,1272.6643670937046,2079.2164122909307
712,7942.321874915622,5995.086318016052
713,2570.217262843391,2302.1687913348433
714,3032.021932108095,2332.09975170251
715,1480.640116866678,1172.019732980989
716,1093.4666600190103,933.8226397985127
717,1629.4875913315918,1466.9911152978893
718,1359.5817683301866,1279.5978908799589
719,2332.975810035132,2126.6490355096757
720,1806.7465511029586,1796.0984818786383
721,2350.335407504579,2706.2035535292234
722,1623.2652084194124,2024.4568079614546
723,3379.3472391217947,3713.988418455934
724,3889.979445302626,3075.001626951387
725,2253.3673981537577,3168.1373432220425
726,1812.143492504023,1682.9282280595507
727,2558.9576647421345,2274.950694733998
728,7445.479144390672,5916.536280966364
729,2410.875363405794,2249.042323171161
730,1160.721846810542,1383.092277101241
731,3039.653874853393,2663.699849460041
732,844.4865447969642,805.6459309232887
