,vifp_me_gt,vifp_ori_gt,mssim_me_gt,mssim_ori_gt,psnr_me_gt,psnr_ori_gt
46,0.3272319807217327,0.2599015193562024,(0.8683746253747107+0j),(0.800466821075751+0j),25.448704647841605,23.6492695287632
47,0.2683946110453818,0.16333407277923742,(0.8288529236124224+0j),(0.7295778656954629+0j),24.52564782775276,22.687501014471472
48,0.3736710319142098,0.29211295108053115,(0.9006774889914767+0j),(0.8386796869549098+0j),26.949285579571004,24.893841010518926
49,0.208201296768884,0.09724487545002293,(0.7701608182329958+0j),(0.5915808810511459+0j),21.773681996109694,19.167804970683644
50,0.32117083558837667,0.23497152415864422,(0.8707658886539389+0j),(0.7906881665455947+0j),25.20042684118969,23.74459966697983
51,0.41607368524981525,0.32823632188531865,(0.9182793426588669+0j),(0.8693701624570639+0j),26.786370383534518,24.64876101883646
52,0.314483691939418,0.24008329513296633,(0.8742018683108959+0j),(0.8189817664156995+0j),27.000486147712216,25.46307066191141
53,0.3207094204461474,0.2638065919576987,(0.8678438088938405+0j),(0.8144952791610587+0j),27.016572189608397,25.751374651338214
54,0.3407082526516257,0.2500085075538146,(0.9151974302683688+0j),(0.8613932156938523+0j),28.587170441259513,25.946827773586847
55,0.282073419532878,0.2065487638324929,(0.8381805967593708+0j),(0.7848352319541749+0j),25.300369686061714,23.95785659177692
56,0.2630261376103958,0.12811807248499119,(0.8359458586130851+0j),(0.6653981995462753+0j),24.33383582231063,21.11177171181145
57,0.3027555308234333,0.21213220389797915,(0.8727676266801663+0j),(0.7890931099542556+0j),27.68303259216961,25.746613032448767
58,0.3807131254722132,0.2912135052966105,(0.9051087397097693+0j),(0.8444318369752086+0j),26.517663866427657,25.093752277937135
59,0.27936606311301265,0.1934729800953231,(0.834263363952273+0j),(0.7279026519136872+0j),24.97101133279014,23.382521174313528
60,0.2338147378211283,0.1300838186495449,(0.7970820766357816+0j),(0.6348205936718154+0j),24.64230427639665,22.359606943277424
61,0.29074981737871924,0.17374657520340095,(0.907555331939649+0j),(0.8391926538205521+0j),25.75004695946625,23.620453314010092
62,0.170470696356645,0.09747859444973157,(0.7140076140557887+0j),(0.5863512163386213+0j),23.701683042693805,21.896037579489676
63,0.21907306765041112,0.09907826267321089,(0.790614166612547+0j),(0.6025626611109552+0j),23.891837712319077,21.183422745915944
64,0.3852758229932907,0.294038857385398,(0.9228047967441324+0j),(0.8728013044443668+0j),29.26444124536276,26.66808839585056
65,0.3500070038061797,0.29830107458226285,(0.8880431164802395+0j),(0.8560321149825225+0j),27.635131147341067,26.58018900152321
66,0.16314165160959937,0.06711038197003673,(0.6976996049848476+0j),(0.5175086670945852+0j),21.603864979647227,19.502865434311744
67,0.2600403758852536,0.1325081509997198,(0.857043765636363+0j),(0.7406676105044842+0j),24.92258726694908,21.854801598588868
68,0.16739731111782508,0.07606113060205756,(0.7306934505993877+0j),(0.6011520622321368+0j),23.714224442462204,21.952074363653885
69,0.20775930212020946,0.08085763139236132,(0.7796344396756448+0j),(0.5513154160994169+0j),23.522466375292517,20.6790523027666
70,0.34660001129547835,0.26859162908722606,(0.8907602143181721+0j),(0.8320184375604464+0j),26.414980596044224,24.91945222278426
71,0.5067875560689702,0.43189758395832173,(0.9643898114575323+0j),(0.9452766370312042+0j),29.287735607098785,28.297270674858463
72,0.40751557464761906,0.36023051667643835,(0.9263473220408721+0j),(0.89856585691784+0j),30.535889950907773,29.778273522491304
73,0.29054693135347837,0.2101941152805168,(0.8561962987678011+0j),(0.7792241715612606+0j),25.666017921906857,24.274682100650587
74,0.3269668643283978,0.23700945851409103,(0.9043613495330738+0j),(0.8396561109966838+0j),28.029423601664373,25.16318785023273
75,0.23688079699511602,0.14921030880519937,(0.8007418787115947+0j),(0.6676666977611017+0j),23.80249266638227,21.725343738920362
76,0.3633375619800206,0.3010786151003311,(0.9081813416353178+0j),(0.8726555400872109+0j),28.98388624405944,27.708472395076043
77,0.35549143087734114,0.3275745644663266,(0.8820161881301247+0j),(0.8616054167152457+0j),26.00413121149211,25.95242206042873
78,0.2820853322749745,0.22223298471803962,(0.840620102229569+0j),(0.7816002521574683+0j),25.201369752186128,24.19338365709556
79,0.255685783879106,0.16449431890807426,(0.8167898490520158+0j),(0.7025485753053721+0j),24.638376777179253,23.016578179893465
80,0.25701029056021424,0.1292817858856132,(0.8292553400160921+0j),(0.675519576525486+0j),26.091141709444187,23.417178014132904
81,0.42987157122932346,0.3537244864035529,(0.9334405900987279+0j),(0.8991356504329684+0j),30.36726609471036,28.453650472522774
82,0.44535695667787917,0.4260670039555143,(0.9437562611638848+0j),(0.9347027625320109+0j),28.064109036991958,28.866102944169473
83,0.4492224145185799,0.3672354497644806,(0.9333781471624227+0j),(0.8969126086611717+0j),27.764787777643008,26.440597318152683
84,0.2286511174935776,0.1196847966270483,(0.7998539681359913+0j),(0.6424182353330988+0j),22.914729291821256,20.369147327818943
85,0.2750314419882653,0.1566403264474128,(0.8507057530516254+0j),(0.7191812532927647+0j),25.77525455024077,23.40446753232274
86,0.32827840073972897,0.25230094837985434,(0.8806905182449754+0j),(0.8139908042939406+0j),28.752198578824903,27.24983545197994
87,0.34188566871401543,0.29681046951210205,(0.888419825825376+0j),(0.8604655521273744+0j),27.500542064815264,26.59046262828702
88,0.22022584364826311,0.13044837021233385,(0.7824453979041774+0j),(0.6422614507493978+0j),24.682905074010165,22.679084843915334
89,0.21198052889203586,0.10003505724893462,(0.7943678636481353+0j),(0.6330795201937898+0j),24.068233707468902,20.993056438656744
90,0.3388366417851181,0.2582569310573421,(0.9074530918236254+0j),(0.8571463408415768+0j),28.678787136938247,26.340964136935053
91,0.25781101659559297,0.13534876809428778,(0.8929719012079408+0j),(0.8089888903627707+0j),24.354430952294408,21.886731340417573
92,0.2788874893758549,0.1574207855915801,(0.8481121546976953+0j),(0.707195018297317+0j),24.650637463020875,21.99289206518211
93,0.33371715482263603,0.22939636310167302,(0.878103963922318+0j),(0.7957154870582133+0j),26.691329803227433,24.138482025829102
94,0.3717623538552475,0.32304454968095025,(0.9156903359999102+0j),(0.8911105703050425+0j),29.38896992625633,28.30210253330656
95,0.18681067329501486,0.1424426424869484,(0.7480469136150301+0j),(0.697058498005385+0j),24.75481916599884,23.875328064728052
96,0.2978477117379957,0.1762166395720096,(0.8617593031756808+0j),(0.7424925348929164+0j),27.347781091319668,24.834947281217154
97,0.31198662458123977,0.2332517886497563,(0.8744713752351646+0j),(0.8138435706159239+0j),27.664924347465323,25.799884046570142
98,0.46809594911168956,0.4285301441589358,(0.9487309763949247+0j),(0.9342210100344659+0j),28.567536491211413,28.97837007705054
99,0.3276887472638656,0.2203989250694913,(0.8745682814043366+0j),(0.7819978262199921+0j),27.739220545560947,26.346649271633108
100,0.2968919492967312,0.24229276190642637,(0.8475285805310274+0j),(0.7950254244407898+0j),25.564310178712837,24.96456169182162
101,0.23156521467601354,0.12932385231205465,(0.8002059066735702+0j),(0.6556044332234958+0j),24.123601882762724,22.150647220974005
102,0.2204877039478206,0.11404035709536291,(0.7909029510845261+0j),(0.6143799792832201+0j),24.354349898639413,21.79756688767101
103,0.34888232639340006,0.27745034163730753,(0.8761892996768581+0j),(0.8273234946243037+0j),25.840511123140466,24.94991628792929
104,0.33176401703134717,0.2709935377358217,(0.8866075827058483+0j),(0.8321175598293098+0j),29.01103341173461,27.20155139268817
105,0.29532532613233325,0.2062127500142221,(0.8524421377128594+0j),(0.7699155789181622+0j),27.691395188308903,26.14795456188075
106,0.21237979008936136,0.12350964789500495,(0.7784313114197166+0j),(0.6466105439603521+0j),22.567952683920737,20.268295327309367
107,0.17934122979115932,0.08507420526689448,(0.7469363455616211+0j),(0.6124663786445548+0j),24.24521915828867,22.17880387083886
108,0.30952014695711916,0.21637783230258553,(0.8868212070052989+0j),(0.8236770590466989+0j),27.936560971256036,26.503368208278474
109,0.3610413073280882,0.2854455155408411,(0.9270024276175082+0j),(0.8894357688764594+0j),30.031928577779226,28.169799529031994
110,0.3474270768557066,0.24106559580782813,(0.8989719373147331+0j),(0.8150079372057838+0j),28.46844142541873,25.806891158327268
111,0.23371682025246765,0.14698225271370235,(0.8272384579459026+0j),(0.7321719588028458+0j),26.522322672379218,23.901973015266048
112,0.22838029369403656,0.10986603027666408,(0.8156465501948941+0j),(0.6524599350871633+0j),23.923697014549692,20.633274820712746
113,0.2956393590131455,0.21072329618362393,(0.8653472369501994+0j),(0.8003536246871448+0j),27.184703594136383,25.039753370576502
114,0.32622801638822435,0.24893245655640894,(0.8827331437296356+0j),(0.8299016979270446+0j),28.156139442136173,26.851076952025853
115,0.224659324531018,0.12814956407495257,(0.7947484089832008+0j),(0.6517456932918213+0j),23.096763841440083,20.68158149193728
116,0.36556386230859045,0.29145347842665764,(0.8957913036599965+0j),(0.8498887599729086+0j),26.431916102846735,25.26793569733072
117,0.31493205173434985,0.2678103833721947,(0.8883951086099527+0j),(0.8558400508092973+0j),26.983469367305652,25.99046268924528
118,0.18731991992622396,0.0809021396217992,(0.7634344856303346+0j),(0.5778549931019201+0j),23.54467712012401,20.785056463324842
119,0.3942154918331844,0.3207783814959947,(0.9132847459472881+0j),(0.8691393636404838+0j),26.7172276061321,25.17003631787786
120,0.16058798252803094,0.10348942519612865,(0.7099131723463794+0j),(0.6222659831339846+0j),22.280103015090177,20.984467190591126
121,0.4168640070900836,0.37836985232505455,(0.9263475520091772+0j),(0.9078284098941624+0j),28.654464366387668,27.568715437207135
122,0.3748990911341097,0.3110091941378639,(0.9070601168809845+0j),(0.8686290392229641+0j),26.812059497156667,25.53690752880477
123,0.15748031223877137,0.07846303571621473,(0.6970204833931724+0j),(0.5681230667137389+0j),22.87896548184794,20.837216685717742
124,0.2941885784283204,0.1985191116500441,(0.8560571327986662+0j),(0.769895824726944+0j),27.15404345744757,25.51661321635971
125,0.3352414207482806,0.2898096311337484,(0.8833939830429928+0j),(0.8456177567371265+0j),26.380937015189225,25.184801303544056
126,0.37934689218901135,0.2553177211842237,(0.9147913621485891+0j),(0.813682513990616+0j),27.422170870309163,23.16713955655089
127,0.4117547103722777,0.37868844870153656,(0.9180196273515387+0j),(0.8982257504043197+0j),27.18674643297602,27.303453148538512
128,0.4264020662402797,0.39113207817091206,(0.9293306334641075+0j),(0.9136895779219532+0j),27.59435585647934,27.86197405620676
129,0.21143271352087964,0.1716696954465837,(0.7715114784260364+0j),(0.7218605731857343+0j),23.53719742406213,22.9088223513482
130,0.4487190532654159,0.36413318958606694,(0.9310692870461602+0j),(0.891357381448755+0j),27.445789194761694,25.953281375844803
131,0.2037641865379353,0.08053675435421606,(0.7812755685984591+0j),(0.6019571706249057+0j),24.854243425728313,21.96180175416565
132,0.4320131894178223,0.36489165356283704,(0.9310376167114275+0j),(0.9018861978677389+0j),28.044072439431048,26.961987861591375
133,0.3217303038743657,0.2083970597498405,(0.902988214352809+0j),(0.8213423387022821+0j),27.709154909786907,24.35589854777939
134,0.21216049115828253,0.12298171843949439,(0.7833007684694795+0j),(0.6419303622491477+0j),22.501512120841653,20.180710125402825
135,0.30294959142768346,0.22352788279898386,(0.8656980494897771+0j),(0.7901285228780452+0j),26.687702797886654,25.26319263807504
136,0.17534568185671118,0.11911069268553498,(0.7265871033097373+0j),(0.650065874814244+0j),22.84562828756924,21.0976683162803
137,0.22820346411803816,0.13854478765431835,(0.7910418122809904+0j),(0.6599957877330672+0j),24.713351840007498,22.869043945186828
138,0.33321021587116867,0.2600405263502699,(0.8784568615581426+0j),(0.8166217635735822+0j),26.137817912214516,25.181363174312228
139,0.2198158355584466,0.09654786439436475,(0.7900101555165805+0j),(0.6067632622650622+0j),23.876557156466262,21.382698104395296
140,0.3082310619079039,0.20938251560801446,(0.88383407883847+0j),(0.8050547606959992+0j),28.12056225655056,25.850907457998645
141,0.2733452484483484,0.19601436404102016,(0.8470291564339952+0j),(0.7661637457982636+0j),25.644610619266142,24.120792471852106
142,0.25319561257063167,0.1510758485432014,(0.8523244831060329+0j),(0.7563844525372243+0j),27.016210240265515,24.610506734714377
143,0.3541283535313842,0.2727824933594198,(0.9298034822823793+0j),(0.8967511460192767+0j),26.47059358124622,25.91950292834719
144,0.3008544225567307,0.26309473995624283,(0.8425213392953658+0j),(0.7978798083469002+0j),24.80853658270506,24.16848382123961
145,0.3361657447581279,0.2522675881049228,(0.887706584440529+0j),(0.8371245697050244+0j),27.44113186155388,25.736635928530166
146,0.25289545149931797,0.13954634759292098,(0.8288770136515476+0j),(0.6812782112245298+0j),24.10272726997237,22.35660264361927
147,0.32744308107910486,0.24824722265890395,(0.8918811927443103+0j),(0.8331768973068425+0j),28.916221024670136,27.438684740316994
148,0.1955386838750763,0.10560731649084142,(0.7504752457862679+0j),(0.5906440862926178+0j),22.623028397145994,20.863429146558698
149,0.4039160740920839,0.36387712843299763,(0.9199727323675829+0j),(0.900194977312874+0j),27.32934440200307,27.544107455414682
150,0.22195837348279127,0.09942085123326892,(0.8042628867841805+0j),(0.6261094388234089+0j),23.228166838585608,20.682520195731925
151,0.3573691259678807,0.266134258401784,(0.9070741686805368+0j),(0.8465332360790543+0j),28.6001651535815,26.60402417451509
152,0.20600764839666943,0.11526837560479664,(0.7914008402374194+0j),(0.6517622843599665+0j),25.19594635418803,23.160327368095565
153,0.35316036128863376,0.23598648339892847,(0.9126321635262926+0j),(0.8286760656849892+0j),27.931374644258536,24.19681119544819
154,0.31352078936286615,0.1942666216361527,(0.8813595122634544+0j),(0.7640216853326219+0j),27.566656368799364,24.47999789184138
155,0.35934257397744634,0.2798842114992654,(0.9082097912387594+0j),(0.8649969721770809+0j),28.632595971758427,26.93250412623936
156,0.24942328257242297,0.2121065616738246,(0.8320721292177694+0j),(0.8014374373033765+0j),24.763012382019088,24.068586759543674
157,0.4438359064700397,0.36817541798185505,(0.9306650090380743+0j),(0.8976530328318383+0j),27.71857652274315,26.44266101805441
158,0.432616615562255,0.39217474720733936,(0.9333862784074322+0j),(0.9171203271714385+0j),27.91940879924542,28.043840160422864
159,0.35871898558352555,0.2395289326077309,(0.9283903529621621+0j),(0.8671961972863512+0j),27.264454712860942,24.89256964318517
160,0.23064759014317507,0.11407415782776192,(0.8014555243408411+0j),(0.6346987826653455+0j),23.62982231449749,20.83335630130972
161,0.32096958675735304,0.24113746253116056,(0.8936820412874494+0j),(0.8391051867294462+0j),27.695110838314463,26.05669963589844
162,0.3328731514439163,0.2614891975168095,(0.880419224487445+0j),(0.8349108157698504+0j),26.581933227856553,25.75954611775444
163,0.34226834779740917,0.3014374073410657,(0.884684478493451+0j),(0.8503815950966344+0j),26.0974679556133,25.604695110423865
164,0.19667820357404586,0.08885676892241556,(0.7619947983876038+0j),(0.5824248570733089+0j),23.521298707321474,21.054445737599558
165,0.4356486210369576,0.35703209496132765,(0.9284099191629422+0j),(0.8912783763191305+0j),27.55292557728016,25.98617634174349
166,0.30456632070326867,0.20126162294726133,(0.9132668760118057+0j),(0.858455427850956+0j),26.199175504834574,24.76357983459417
167,0.21498011492930047,0.11032892182359978,(0.789397854620993+0j),(0.6344990903886005+0j),23.693994612756356,20.681955458457008
168,0.18831671391456026,0.0819486178129515,(0.75057948820731+0j),(0.538357512109208+0j),23.558001858945307,20.936228683391512
169,0.21047633662972234,0.12557177316579746,(0.7885540011346462+0j),(0.6730722008633341+0j),24.08059439805818,22.13556895230886
170,0.2072713777974234,0.14237746528676887,(0.7457166361471749+0j),(0.6335876602011774+0j),22.704610594811555,21.857822732344744
171,0.3473272113755994,0.2898294285557848,(0.893801803057802+0j),(0.8515273301901443+0j),29.181023685297546,28.03493286475364
172,0.24126644035257125,0.10969062591427803,(0.8161905460521897+0j),(0.6418515367334203+0j),25.85147430753186,22.92404482689028
173,0.41497606834572615,0.38743470120644846,(0.9168792580082409+0j),(0.899398781524208+0j),27.018511574472953,27.134941103065504
174,0.38391672130961507,0.31328343264867964,(0.897345449114502+0j),(0.8429618314037497+0j),28.143757495062324,26.2903681835879
175,0.3744959421370801,0.2867512245865878,(0.9109521387306528+0j),(0.8514251895419227+0j),29.601133595984194,27.87191727683925
176,0.23427317437277248,0.13110000544205866,(0.7997454877145773+0j),(0.6525267635264778+0j),22.795848727354667,20.404616640441517
177,0.40651562223178894,0.3480512536741354,(0.942010897305941+0j),(0.9229743244746828+0j),28.253349668836112,26.999531137545514
178,0.3296316684691207,0.22659285786692018,(0.8812456461181161+0j),(0.7959406424447896+0j),26.68559452215526,23.83345164369541
179,0.4414845154355807,0.39764249456719053,(0.954994717760569+0j),(0.9401444302242481+0j),28.75478758415726,28.151195594731284
180,0.21104215575378246,0.11093483005631342,(0.7914170521273177+0j),(0.644679976103077+0j),24.02154327261227,21.598006489764764
181,0.16372602368726066,0.08315905644562135,(0.7270511218965177+0j),(0.5885158422961659+0j),21.810989540452226,18.98431501309253
182,0.3992857024610205,0.36829982002319656,(0.9067573078712106+0j),(0.8832148516820764+0j),26.68358677468263,26.48402689612766
183,0.13653214737466463,0.07959227864023631,(0.6539534830677707+0j),(0.5364548479507516+0j),20.548289476283166,19.101057125336432
184,0.3075467172941227,0.19322373857896116,(0.86295614260252+0j),(0.7574701204231122+0j),25.883624638415487,23.72735914790858
185,0.27926746953890486,0.1989581409342528,(0.8456468475485398+0j),(0.7627814981741542+0j),24.953673767998154,23.3235001402911
186,0.2980045653267546,0.23861538185250317,(0.862852770380384+0j),(0.8128548204549182+0j),27.055921115117894,25.86141671888742
187,0.32105790478486523,0.28712097166364287,(0.8536690938011946+0j),(0.8214785874994339+0j),25.32802708287629,24.893757571985404
188,0.47910081016487815,0.4500326510402097,(0.9511172467346185+0j),(0.9402502372541609+0j),28.49186032756819,29.307422444876142
189,0.3353971219732414,0.2912304477724066,(0.8761557396176833+0j),(0.8389220165740953+0j),26.165785576278502,24.93604582166013
190,0.1339982797123618,0.06715140631839162,(0.665070531459791+0j),(0.519450305287919+0j),20.173373792699497,17.61891355809552
191,0.3070323106160892,0.19761890360973378,(0.9146400931864981+0j),(0.8606740705885156+0j),26.176660913257045,24.755648209573764
192,0.23449995196454268,0.1291031054343237,(0.8047477735697071+0j),(0.6606697549797445+0j),25.42276709208126,23.09116153482291
193,0.3668236902546123,0.29295319658667224,(0.8940202678216487+0j),(0.8433128901561817+0j),26.579250742856683,25.174921307939666
194,0.4197534953481928,0.3609066574383462,(0.9327318056800296+0j),(0.9102706429821217+0j),29.71732397686031,28.843304952061793
195,0.35164837729714327,0.28008859052727797,(0.9003798549304324+0j),(0.8520263740285613+0j),28.45975833548051,26.910994357011816
196,0.3820099743153931,0.32125326843783597,(0.9189662164442023+0j),(0.8875212822020043+0j),28.837303968525816,28.020075551375434
197,0.33492819473323726,0.22248235947868822,(0.8963463223936418+0j),(0.8152662888988712+0j),27.371554278227507,24.47581477342206
198,0.32106225790928294,0.2684138716073759,(0.8728574835884277+0j),(0.8299492748296461+0j),25.927821588288346,25.33031526714007
199,0.25184689689492046,0.1479199178437516,(0.8137962686986615+0j),(0.65411219642032+0j),22.603260171964365,19.99764376212837
200,0.2191121179352471,0.1136616190840319,(0.7820971366734202+0j),(0.612421113187882+0j),23.194222704591677,21.398856727765747
201,0.3154598815769114,0.2707862827629607,(0.8677879261465626+0j),(0.8195915760605188+0j),26.243055660486906,24.786663345655498
202,0.23419441140627342,0.1360339524047821,(0.8054387385586352+0j),(0.6754560441858559+0j),23.447472800796106,21.191882480933447
203,0.27860345248618623,0.19363852718539487,(0.8395899393764228+0j),(0.7325680959163141+0j),24.55541798426546,22.677953099883066
204,0.4379504354729165,0.4076728194440149,(0.9376046284271597+0j),(0.9252098042176603+0j),27.936508067923157,28.505187981910268
205,0.3714532871644578,0.3327973410798306,(0.9006075693766085+0j),(0.8760405474629993+0j),26.6203516320235,26.38058785424432
206,0.25722736984876354,0.1749496483490454,(0.8224527357552825+0j),(0.7225949762922733+0j),24.93726224619724,23.629768298453328
207,0.23149081061040802,0.13938174466902356,(0.838310876500153+0j),(0.7292481657196359+0j),25.820566535203593,23.827063525124025
208,0.3137947781140295,0.2422710768824312,(0.8690963391492826+0j),(0.8016453350726462+0j),26.15133838096824,24.88393353518748
209,0.3784834855885138,0.2843873346454053,(0.9147541228293744+0j),(0.8667942018624231+0j),28.511283746984688,26.31792915750008
210,0.4143155064051193,0.3894531508989014,(0.922479953787698+0j),(0.9076071861788128+0j),27.229849422300063,27.483907108082512
211,0.30186140990536064,0.2568751625137055,(0.8701964711141753+0j),(0.8375437169590649+0j),28.02666970239873,27.35493294402321
212,0.4059857976285736,0.36148805955750446,(0.9265822258392823+0j),(0.9072088751162125+0j),27.595907143214674,27.494319382094364
213,0.30937192659961127,0.22677045657592565,(0.8698648442874153+0j),(0.7997944517247977+0j),27.238207858266193,25.649754193991892
214,0.23745355059648002,0.14685522579371846,(0.8133527425170052+0j),(0.7058805497889764+0j),24.512039909223105,22.79391507187629
215,0.3407895487314124,0.22975513413692714,(0.8858228185690575+0j),(0.7990209385037063+0j),26.78444756381159,23.748661394199306
216,0.3380540101957246,0.2866941807824861,(0.886461081594876+0j),(0.859865368218581+0j),25.648254670490147,25.32069640854391
217,0.26088790252308175,0.14025017141402926,(0.8462241758798051+0j),(0.7151589854387567+0j),26.828566332130666,24.32573938096693
218,0.3368986344297484,0.2641472244080916,(0.8964805884816812+0j),(0.8437114384747225+0j),27.450492624693222,25.743410547615262
219,0.2648177294164958,0.14937527890763339,(0.843715199336283+0j),(0.7076132850868881+0j),26.768237802983897,24.261588521836835
220,0.30703266279728414,0.19147408548806122,(0.9149115501711603+0j),(0.8558343775285993+0j),25.645360117307433,23.916341327563156
221,0.35794725796031157,0.2785246432993833,(0.890696620317553+0j),(0.8265616686663346+0j),26.400174450960407,24.81026697923427
222,0.4111887257146385,0.33471554753685745,(0.9077825258617207+0j),(0.8532560535792291+0j),28.69508861170113,26.675655332855655
